Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
29-MAY-2026|ESSAHDCX6A|CALL WARRANT ESSA HD EXP 18 NOVEMBER 2026|STRUCTURED WARRANT|ID4000205200|KGI SEKURITAS INDONESIA, PT|ACTIVE|IDX|16-MAR-2026|IDR|Electronic||18-NOV-2026|18-NOV-2026|802|||||||460000000|460000000|100|0|100|SECURITIES COMPANY|22
29-MAY-2026|ESSAZPCG7A|CALL WARRANT ESSA ZP EXP 26 FEBRUARI 2027|STRUCTURED WARRANT|ID4000219607|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|22-MAY-2026|IDR|Electronic||26-FEB-2027|26-FEB-2027|850|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|17
29-MAY-2026|ESSAZPCQ6A|CALL WARRANT ESSA ZP EXP 31 AGUSTUS 2026|STRUCTURED WARRANT|ID4000182300|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|08-DEC-2025|IDR|Electronic||31-AUG-2026|31-AUG-2026|680|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|13
29-MAY-2026|EXCLBQCN6A|CALL WARRANT EXCL BQ EXP 31 JULI 2026|STRUCTURED WARRANT|ID4000220605|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|22-MAY-2026|IDR|Electronic||31-JUL-2026|31-JUL-2026|3480|||||||300000000|300000000|100|0|100|SECURITIES COMPANY|20
29-MAY-2026|EXCLBQCQ6A|CALL WARRANT EXCL BQ EXP 31 AGUSTUS 2026|STRUCTURED WARRANT|ID4000194800|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|03-FEB-2026|IDR|Electronic||31-AUG-2026|31-AUG-2026|4500|||||||150000000|150000000|100|0|100|SECURITIES COMPANY|12
29-MAY-2026|EXCLHDCX6A|CALL WARRANT EXCL HD EXP 18 NOVEMBER 2026|STRUCTURED WARRANT|ID4000205309|KGI SEKURITAS INDONESIA, PT|ACTIVE|IDX|16-MAR-2026|IDR|Electronic||18-NOV-2026|18-NOV-2026|3134|||||||190000000|190000000|100|0|100|SECURITIES COMPANY|54
29-MAY-2026|EXCLZPCM6A|CALL WARRANT EXCL ZP EXP 30 JUNI 2026|STRUCTURED WARRANT|ID4000166402|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|06-OCT-2025|IDR|Electronic||30-JUN-2026|30-JUN-2026|2833|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|15
29-MAY-2026|EXCLZPCN6A|CALL WARRANT EXCL ZP EXP 31 JULI 2026|STRUCTURED WARRANT|ID4000172400|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|04-NOV-2025|IDR|Electronic||31-JUL-2026|31-JUL-2026|2550|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|30
29-MAY-2026|GOTOBQCQ6A|CALL WARRANT GOTO BQ EXP 28 AGUSTUS 2026|STRUCTURED WARRANT|ID4000177300|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|07-NOV-2025|IDR|Electronic||28-AUG-2026|28-AUG-2026|80|||||||560000000|560000000|100|0|100|SECURITIES COMPANY|3
29-MAY-2026|GOTODRCN6A|CALL WARRANT GOTO DR EXP 2 JULI 2026|STRUCTURED WARRANT|ID4000192606|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|20-JAN-2026|IDR|Electronic||02-JUL-2026|02-JUL-2026|62|||||||300000000|300000000|100|0|100|SECURITIES COMPANY|3
29-MAY-2026|GOTOHDCZ6A|CALL WARRANT GOTO HD EXP 29 DESEMBER 2026|STRUCTURED WARRANT|ID4000213808|KGI SEKURITAS INDONESIA, PT|ACTIVE|IDX|24-APR-2026|IDR|Electronic||29-DEC-2026|29-DEC-2026|70|||||||1250000000|1250000000|100|0|100|SECURITIES COMPANY|8
29-MAY-2026|GOTOZPCZ6A|CALL WARRANT GOTO ZP EXP 30 DESEMBER 2026|STRUCTURED WARRANT|ID4000207206|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|02-APR-2026|IDR|Electronic||30-DEC-2026|30-DEC-2026|55|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|10
29-MAY-2026|HEALBQCZ6A|CALL WARRANT HEAL BQ EXP 30 DESEMBER 2026|STRUCTURED WARRANT|ID4000196102|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|03-FEB-2026|IDR|Electronic||30-DEC-2026|30-DEC-2026|1828|||||||180000000|180000000|100|0|100|SECURITIES COMPANY|14
29-MAY-2026|HEALDRCU6A|CALL WARRANT HEAL DR EXP 14 SEPTEMBER 2026|STRUCTURED WARRANT|ID4000209905|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|02-APR-2026|IDR|Electronic||14-SEP-2026|14-SEP-2026|1700|||||||400000000|400000000|100|0|100|SECURITIES COMPANY|3
29-MAY-2026|HEALHDCX6A|CALL WARRANT HEAL HD EXP 18 NOVEMBER 2026|STRUCTURED WARRANT|ID4000205408|KGI SEKURITAS INDONESIA, PT|ACTIVE|IDX|16-MAR-2026|IDR|Electronic||18-NOV-2026|18-NOV-2026|1529|||||||300000000|300000000|100|0|100|SECURITIES COMPANY|15
29-MAY-2026|HEALZPCN6A|CALL WARRANT HEAL ZP EXP 31 JULI 2026|STRUCTURED WARRANT|ID4000172509|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|04-NOV-2025|IDR|Electronic||31-JUL-2026|31-JUL-2026|1650|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|2
29-MAY-2026|HRTABQCM6A|CALL WARRANT HRTA BQ EXP 30 JUNI 2026|STRUCTURED WARRANT|ID4000211406|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|06-APR-2026|IDR|Electronic||30-JUN-2026|30-JUN-2026|3080|||||||220000000|220000000|100|0|100|SECURITIES COMPANY|8
29-MAY-2026|HRTADRCM6A|CALL WARRANT HRTA DR EXP 10 JUNI 2026|STRUCTURED WARRANT|ID4000202405|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|11-MAR-2026|IDR|Electronic||10-JUN-2026|10-JUN-2026|3500|||||||200000000|200000000|100|0|100|SECURITIES COMPANY|2
29-MAY-2026|HRTAHDCX6A|CALL WARRANT HRTA HD EXP 18 NOVEMBER 2026|STRUCTURED WARRANT|ID4000205507|KGI SEKURITAS INDONESIA, PT|ACTIVE|IDX|16-MAR-2026|IDR|Electronic||18-NOV-2026|18-NOV-2026|3208|||||||270000000|270000000|100|0|100|SECURITIES COMPANY|43
29-MAY-2026|HRTAZPCF7A|CALL WARRANT HRTA ZP EXP 29 JANUARI 2027|STRUCTURED WARRANT|ID4000215902|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|05-MAY-2026|IDR|Electronic||29-JAN-2027|29-JAN-2027|3000|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|40
29-MAY-2026|HRTAZPCG7A|CALL WARRANT HRTA ZP EXP 26 FEBRUARI 2027|STRUCTURED WARRANT|ID4000219706|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|22-MAY-2026|IDR|Electronic||26-FEB-2027|26-FEB-2027|2800|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|44
29-MAY-2026|HRTAZPCX6A|CALL WARRANT HRTA ZP EXP 30 NOVEMBER 2026|STRUCTURED WARRANT|ID4000203601|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|12-MAR-2026|IDR|Electronic||30-NOV-2026|30-NOV-2026|3300|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|41
29-MAY-2026|HRUMBQCQ6A|CALL WARRANT HRUM BQ EXP 31 AGUSTUS 2026|STRUCTURED WARRANT|ID4000194909|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|03-FEB-2026|IDR|Electronic||31-AUG-2026|31-AUG-2026|1480|||||||250000000|250000000|100|0|100|SECURITIES COMPANY|4
29-MAY-2026|HRUMDRCN6A|CALL WARRANT HRUM DR EXP 02 JULI 2026|STRUCTURED WARRANT|ID4000164605|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|02-OCT-2025|IDR|Electronic||02-JUL-2026|02-JUL-2026|1600|||||||100000000|100000000|100|0|100|SECURITIES COMPANY|2
29-MAY-2026|HRUMDRCN6B|CALL WARRANT HRUM DR EXP 24 JULI 2026|STRUCTURED WARRANT|ID4000218708|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|21-MAY-2026|IDR|Electronic||24-JUL-2026|24-JUL-2026|980|||||||400000000|400000000|100|0|100|SECURITIES COMPANY|17
29-MAY-2026|HRUMDRCU6A|CALL WARRANT HRUM DR EXP 14 SEPTEMBER 2026|STRUCTURED WARRANT|ID4000210002|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|02-APR-2026|IDR|Electronic||14-SEP-2026|14-SEP-2026|1450|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|3
29-MAY-2026|HRUMHDCQ6A|CALL WARRANT HRUM HD EXP 13 AGUSTUS 2026|STRUCTURED WARRANT|ID4000185303|KGI SEKURITAS INDONESIA, PT|ACTIVE|IDX|11-DEC-2025|IDR|Electronic||13-AUG-2026|13-AUG-2026|1156|||||||230000000|230000000|100|0|100|SECURITIES COMPANY|5
29-MAY-2026|HRUMZPCM6A|CALL WARRANT HRUM ZP EXP 30 JUNI 2026|STRUCTURED WARRANT|ID4000166501|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|06-OCT-2025|IDR|Electronic||30-JUN-2026||1300|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|2
29-MAY-2026|HRUMZPCQ6A|CALL WARRANT HRUM ZP EXP 31 AGUSTUS 2026|STRUCTURED WARRANT|ID4000182409|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|08-DEC-2025|IDR|Electronic||31-AUG-2026|31-AUG-2026|1155|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|4
29-MAY-2026|HRUMZPCU6A|CALL WARRANT HRUM ZP EXP 30 SEPTEMBER 2026|STRUCTURED WARRANT|ID4000191103|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|09-JAN-2026|IDR|Electronic||30-SEP-2026|30-SEP-2026|1200|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|4
29-MAY-2026|ICBPDRCX6A|CALL WARRANT ICBP DR EXP 26 NOVEMBER 2026|STRUCTURED WARRANT|ID4000106705|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|26-NOV-2024|IDR|Electronic||26-NOV-2026|01-DEC-2026|7100|||||||5000000|5000000|100|0|100|SECURITIES COMPANY|1295
29-MAY-2026|ICBPDRCX6B|CALL WARRANT ICBP DR EXP 19 NOVEMBER 2026|STRUCTURED WARRANT|ID4000178704|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|19-NOV-2025|IDR|Electronic||19-NOV-2026|19-NOV-2026|12200|||||||100000000|100000000|100|0|100|SECURITIES COMPANY|9
29-MAY-2026|ICBPHDCX6A|CALL WARRANT ICBP HD EXP 18 NOVEMBER 2026|STRUCTURED WARRANT|ID4000205606|KGI SEKURITAS INDONESIA, PT|ACTIVE|IDX|16-MAR-2026|IDR|Electronic||18-NOV-2026|18-NOV-2026|8739|||||||270000000|270000000|100|0|100|SECURITIES COMPANY|20
29-MAY-2026|ICBPZPCF7A|CALL WARRANT ICBP ZP EXP 29 JANUARI 2027|STRUCTURED WARRANT|ID4000216009|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|05-MAY-2026|IDR|Electronic||29-JAN-2027|29-JAN-2027|7500|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|20
29-MAY-2026|ICBPZPCQ6A|CALL WARRANT ICBP ZP EXP 31 AGUSTUS 2026|STRUCTURED WARRANT|ID4000182508|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|08-DEC-2025|IDR|Electronic||31-AUG-2026|31-AUG-2026|9000|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|4
29-MAY-2026|INCOBQCN6A|CALL WARRANT INCO BQ EXP 31 JULI 2026|STRUCTURED WARRANT|ID4000177201|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|07-NOV-2025|IDR|Electronic||31-JUL-2026|31-JUL-2026|5900|||||||60000000|60000000|100|0|100|SECURITIES COMPANY|25
29-MAY-2026|INCOBQCU6A|CALL WARRANT INCO BQ EXP 30 SEPTEMBER 2026|STRUCTURED WARRANT|ID4000200201|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|26-FEB-2026|IDR|Electronic||30-SEP-2026|30-SEP-2026|10000|||||||110000000|110000000|100|0|100|SECURITIES COMPANY|5
29-MAY-2026|INCODRCM6A|CALL WARRANT INCO DR EXP 10 JUNI 2026|STRUCTURED WARRANT|ID4000184009|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|10-DEC-2025|IDR|Electronic||10-JUN-2026|10-JUN-2026|5400|||||||100000000|100000000|100|0|100|SECURITIES COMPANY|10
29-MAY-2026|INCODRCQ6B|CALL WARRANT INCO DR EXP 14 AGUSTUS 2026|STRUCTURED WARRANT|ID4000201506|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|11-MAR-2026|IDR|Electronic||14-AUG-2026|14-AUG-2026|8650|||||||150000000|150000000|100|0|100|SECURITIES COMPANY|4
29-MAY-2026|INCOHDCZ6A|CALL WARRANT INCO HD EXP 29 DESEMBER 2026|STRUCTURED WARRANT|ID4000213907|KGI SEKURITAS INDONESIA, PT|ACTIVE|IDX|24-APR-2026|IDR|Electronic||29-DEC-2026|29-DEC-2026|8712|||||||290000000|290000000|100|0|100|SECURITIES COMPANY|12
29-MAY-2026|INCOZPCG7A|CALL WARRANT INCO ZP EXP 26 FEBRUARI 2027|STRUCTURED WARRANT|ID4000219805|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|22-MAY-2026|IDR|Electronic||26-FEB-2027|26-FEB-2027|6000|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|30
29-MAY-2026|INCOZPCN6A|CALL WARRANT INCO ZP EXP 31 JULI 2026|STRUCTURED WARRANT|ID4000172608|MAYBANK SEKURITAS INDONESIA, PT|ACTIVE|IDX|04-NOV-2025|IDR|Electronic||31-JUL-2026|31-JUL-2026|4900|||||||500000000|500000000|100|0|100|SECURITIES COMPANY|39
29-MAY-2026|LAJU|JASA BERDIKARI LOGISTICS Tbk|EQUITY|ID1000183809|JASA BERDIKARI LOGISTICS Tbk, PT|ACTIVE|IDX|27-JAN-2023|IDR|Certificate||||||||25|2149942974|||700102974|32.48|0.08|32.56|CONSTRUCTION|69
29-MAY-2026|LAND|TRIMITRA PROPERTINDO Tbk|EQUITY|ID1000145006|TRIMITRA PROPERTINDO Tbk, PT|ACTIVE|IDX|23-AUG-2018|IDR|Electronic||||||||100|2792620000|||904300000|31.03|1.36|32.38|BUILDING CONSTRUCTION|62
29-MAY-2026|LAPD|LEYAND INTERNATIONAL Tbk|EQUITY|ID1000071004|LEYAND INTERNATIONAL Tbk, PT|ACTIVE|IDX|17-JUL-2001|IDR|Electronic|17-JUL-2001|||||||100|3966350139|||3966350139|92.73|7.27|100|OTHER SECTORS|68
29-MAY-2026|LCGP|EUREKA PRIMA JAKARTA Tbk|EQUITY|ID1000106503|EUREKA PRIMA JAKARTA Tbk, PT|ACTIVE|IDX|13-JUL-2007|IDR|Electronic||||||||100|5630000914|||5630000914|94.19|5.81|100|PROPERTY AND REAL ESTATE|114
29-MAY-2026|LCKM|LCK GLOBAL KEDATON Tbk|EQUITY|ID1000141906|LCK GLOBAL KEDATON Tbk, PT|ACTIVE|IDX|16-JAN-2018|IDR|Electronic||||||||100|1000000000|||1000000000|87.01|12.99|100|RETAIL TRADE|106
29-MAY-2026|LEAD|LOGINDO SAMUDRAMAKMUR Tbk|EQUITY|ID1000134000|LOGINDO SAMUDRAMAKMUR Tbk. PT|ACTIVE|IDX|19-MAY-2015|IDR|Electronic||||||||25|5799616328|||4412597328|68.19|7.89|76.08|TRANSPORTATION|103
29-MAY-2026|LFLO|IMAGO MULIA PERSADA Tbk|EQUITY|ID1000160005|IMAGO MULIA PERSADA Tbk, PT|ACTIVE|IDX|07-APR-2021|IDR|Certificate||||||||10|1307734937|||607734937|46.47|0|46.47|HOUSEWARE|494
29-MAY-2026|LIFE|MSIG LIFE INSURANCE INDONESIA Tbk|EQUITY|ID1000150600|MSIG LIFE INSURANCE INDONESIA Tbk, PT|ACTIVE|IDX|09-JUL-2019|IDR|Electronic||||||||100|2100000000|||2100000000|19.93|80.07|100|INSURANCE|6000
29-MAY-2026|LINK|LINK NET Tbk|EQUITY|ID1000131808|LINK NET Tbk, PT|ACTIVE|IDX|02-JUN-2014|IDR|Electronic||||||||100|2863195484|||2863195484|24.53|75.47|100|ADVERTISING,PRINTING and MEDIA|1130
29-MAY-2026|LION|LION METAL WORKS Tbk|EQUITY|ID1000135403|LION METAL WORKS Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||100|520160000|||116242500|5.03|17.32|22.35|METAL AND ALLIED PRODUCTS|378
29-MAY-2026|LIVE|HOMECO VICTORIA MAKMUR Tbk|EQUITY|ID1000203003|HOMECO VICTORIA MAKMUR Tbk, PT|ACTIVE|IDX|12-FEB-2024|IDR|Certificate||||||||25|4593005014|||4593005014|99.83|0.17|100|WHOLESALE (DURABLE & NON DURABLE GOODS)|206
29-MAY-2026|LMAS|LIMAS INDONESIA MAKMUR Tbk|EQUITY|ID1000079403|LIMAS INDONESIA MAKMUR Tbk, PT|ACTIVE|IDX|28-DEC-2001|IDR|Electronic||||||||100|787851525|||787851175|99.72|0.28|100|COMPUTER AND SERVICES|50
29-MAY-2026|LMAX|LUPROMAX PELUMAS INDONESIA Tbk|EQUITY|ID1000194509|LUPROMAX PELUMAS INDONESIA Tbk, PT|ACTIVE|IDX|09-AUG-2023|IDR|Certificate||||||||20|650008775|||195008775|29.91|0.09|30|AUTOMOTIVE AND COMPONENTS|115
29-MAY-2026|LMPI|LANGGENG MAKMUR INDUSTRI Tbk|EQUITY|ID1000062409|LANGGENG MAKMUR INDUSTRI Tbk, PT|ACTIVE|IDX|17-OCT-1994|IDR|Electronic|13-DEC-2000|||||||500|1008517669|||569599160|55.98|0.5|56.48|HOUSEWARE|154
29-MAY-2026|LMSH|LIONMESH PRIMA Tbk|EQUITY|ID1000135502|LIONMESH PRIMA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||100|96000000|||41019500|12.31|30.42|42.73|METAL AND ALLIED PRODUCTS|256
29-MAY-2026|LOPI|LOGISTICSPLUS INTERNATIONAL Tbk|EQUITY|ID1000198906|LOGISTICSPLUS INTERNATIONAL Tbk, PT|ACTIVE|IDX|11-OCT-2023|IDR|Certificate||||||||25|1100011289|||1100011289|98.18|1.82|100|TRANSPORTATION|99
29-MAY-2026|LPCK|LIPPO CIKARANG Tbk|EQUITY|ID1000080302|PT. LIPPO CIKARANG Tbk|ACTIVE|IDX|24-JUL-1997|IDR|Electronic|25-MAR-2002|||||||500|5134685692|||659002810|12.33|0.51|12.83|PROPERTY AND REAL ESTATE|500
29-MAY-2026|LPGI|LIPPO GENERAL INSURANCE Tbk|EQUITY|ID1000068109|LIPPO GENERAL INSURANCE Tbk, PT|ACTIVE|IDX|22-JUL-1997|IDR|Electronic||||||||50|3000000000|||2999450000|38.41|61.58|99.98|INSURANCE|700
29-MAY-2026|LPIN|MULTI PRIMA SEJAHTERA Tbk|EQUITY|ID1000086408|PT. MULTI PRIMA SEJAHTERA Tbk|ACTIVE|IDX||IDR|Electronic||||||||25|425000000|||422152000|99.32|0.01|99.33|AUTOMOTIVE AND COMPONENTS|402
29-MAY-2026|LPKR|LIPPO KARAWACI Tbk|EQUITY|ID1000108905|PT. LIPPO KARAWACI Tbk|ACTIVE|IDX|28-JUN-1996|IDR|Electronic|26-DEC-2007|||||||100|70898018369|||69866187771|50.28|48.26|98.54|PROPERTY AND REAL ESTATE|69
29-MAY-2026|LPLI|STAR PACIFIC Tbk|EQUITY|ID1000100902|STAR PACIFIC Tbk, PT|ACTIVE|IDX|23-OCT-1989|IDR|Electronic|28-MAR-2005|||||||5000|1170432803|||1168884326|80.84|19.03|99.87|ADVERTISING,PRINTING and MEDIA|240
29-MAY-2026|LPPF|MDS RETAILING Tbk|EQUITY|ID1000113301|MDS RETAILING Tbk, PT|ACTIVE|IDX|10-OCT-1989|IDR|Electronic||||||||5000|2258279280|||2258071556|42.61|57.38|99.99|RETAIL TRADE|1600
29-MAY-2026|LPPS|LENOX PASIFIK INVESTAMA Tbk|EQUITY|ID1000119803|LENOX PASIFIK INVESTAMA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||1000|2588250000|||2581582789|95.58|4.16|99.74|INVESTMENT COMPANY|69
29-MAY-2026|LRNA|EKA SARI LORENA TRANSPORT Tbk|EQUITY|ID1000131204|EKA SARI LORENA TRANSPORT Tbk, PT|ACTIVE|IDX|15-APR-2014|IDR|Electronic||||||||500|350000022|||150000022|42.86|0|42.86|TRANSPORTATION|190
29-MAY-2026|LSIP|PP LONDON SUMATRA INDONESIA Tbk|EQUITY|ID1000118409|PP LONDON SUMATRA INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic|25-FEB-2011|||||||100|6819963965|||2760316910|27.7|12.78|40.47|PLANTATION|1290
29-MAY-2026|LTLS|LAUTAN LUAS Tbk|EQUITY|ID1000133507|LAUTAN LUAS Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||125|1560000000|||971404800|46.43|15.84|62.27|INVESTMENT COMPANY|770
29-MAY-2026|LUCK|SENTRAL MITRA INFORMATIKA Tbk|EQUITY|ID1000147101|SENTRAL MITRA INFORMATIKA Tbk, PT|ACTIVE|IDX|28-NOV-2018|IDR|Electronic||||||||100|715749640|||715749640|82.14|17.86|100|ADVERTISING,PRINTING and MEDIA|112
29-MAY-2026|LUCY|LIMA DUA LIMA TIGA Tbk|EQUITY|ID1000160401|LIMA DUA LIMA TIGA Tbk, PT|ACTIVE|IDX|05-MAY-2021|IDR|Certificate||||||||10|1514773893|||1514773893|99.52|0.48|100|RESTAURANT, HOTEL & TOURISM|1020
29-MAY-2026|MABA|MARGA ABHINAYA ABADI Tbk|EQUITY|ID1000140007|MARGA ABHINAYA ABADI Tbk, PT|ACTIVE|IDX|22-JUN-2017|IDR|Electronic||||||||100|15365229912|||15365119912|98.81|1.19|100|PROPERTY AND REAL ESTATE|50
29-MAY-2026|MAGP|MULTI AGRO GEMILANG PLANTATION Tbk|EQUITY|ID1000126402|MULTI AGRO GEMILANG PLANTATION Tbk|ACTIVE|IDX|16-JAN-2013|IDR|Electronic||||||||100|9000000004|||9000000004|99.41|0.59|100|PLANTATION|50
29-MAY-2026|MAHA|MANDIRI HERINDO ADIPERKASA Tbk|EQUITY|ID1000192503|MANDIRI HERINDO ADIPERKASA Tbk, PT|ACTIVE|IDX|25-JUL-2023|IDR|Certificate||||||||60|16666000000|||4166000000|24.45|0.55|25|COAL MINING|145
29-MAY-2026|MAIN|MALINDO FEEDMILL Tbk|EQUITY|ID1000119407|MALINDO FEEDMILL Tbk, PT|ACTIVE|IDX||IDR|Electronic|15-JUN-2011|||||||20|2238750000|||2238750000|20.08|79.92|100|ANIMAL FEED|830
29-MAY-2026|MAMI|MAS MURNI INDONESIA Tbk|EQUITY|ID1000082506|MAS MURNI INDONESIA Tbk , PT|ACTIVE|IDX|09-FEB-1994|IDR|Electronic|22-APR-2002|||||||500|12299317590|||8374554684|66.97|1.12|68.09|RESTAURANT, HOTEL & TOURISM|0
29-MAY-2026|MAMIP|MAS MURNI INDONESIA Tbk PREFEREN|EQUITY|ID2000052903|MAS MURNI INDONESIA Tbk , PT|ACTIVE|IDX||IDR|Electronic|20-APR-2000|||||||150|6000000|||5592500|93.19|0.02|93.21|RESTAURANT, HOTEL & TOURISM|0
29-MAY-2026|MANG|MANGGUNG POLAHRAYA Tbk|EQUITY|ID1000200801|MANGGUNG POLAHRAYA Tbk, PT|ACTIVE|IDX|11-JAN-2024|IDR|Certificate||||||||20|3812602332|||3812602332|99.57|0.43|100|BUILDING CONSTRUCTION|48
29-MAY-2026|MAPA|MAP AKTIF ADIPERKASA Tbk|EQUITY|ID1000144108|MAP AKTIF ADIPERKASA Tbk, PT|ACTIVE|IDX|05-JUL-2018|IDR|Electronic||||||||10|28504000000|||8889009200|9.15|22.04|31.19|RETAIL TRADE|640
29-MAY-2026|MAPB|MAP BOGA ADIPERKASA Tbk|EQUITY|ID1000139702|MAP BOGA ADIPERKASA Tbk, PT|ACTIVE|IDX|21-JUN-2017|IDR|Electronic||||||||100|2387922900|||696722900|5.75|23.42|29.18|RESTAURANT, HOTEL & TOURISM|1475
29-MAY-2026|MAPI|MITRA ADIPERKASA Tbk|EQUITY|ID1000099807|MITRA ADIPERKASA Tbk, PT|ACTIVE|IDX|10-NOV-2004|IDR|Electronic||||||||50|16600000000|||16600000000|16.5|83.5|100|RETAIL TRADE|1495
29-MAY-2026|MARI|MAHAKA RADIO INTEGRA Tbk|EQUITY|ID1000136906|MAHAKA RADIO INTEGRA Tbk, PT|ACTIVE|IDX|11-FEB-2016|IDR|Electronic||||||||10|5252644000|||5252644000|99.01|0.99|100|ADVERTISING,PRINTING and MEDIA|28
29-MAY-2026|MARK|MARK DYNAMICS INDONESIA Tbk|EQUITY|ID1000140106|MARK DYNAMICS INDONESIA Tbk, PT|ACTIVE|IDX|12-JUL-2017|IDR|Electronic||||||||20|3800000310|||2351160127|47.04|14.83|61.87|OTHER - BASIC INDUSTRY AND CHEMICALS|795
29-MAY-2026|MASB|BANK MULTIARTA SENTOSA Tbk|EQUITY|ID1000161102|BANK MULTIARTA SENTOSA Tbk, PT|ACTIVE|IDX|30-JUN-2021|IDR|Certificate||||||||1000|1402010763|||378660763|20.46|6.55|27.01|BANK|3360
29-MAY-2026|MAXI|MAXINDO KARYA ANUGERAH Tbk|EQUITY|ID1000189905|MAXINDO KARYA ANUGERAH Tbk, PT|ACTIVE|IDX|12-JUN-2023|IDR|Certificate||||||||10|9610099981|||9610099981|99.94|0.06|100|FOOD & BEVERAGES|50
29-MAY-2026|MAYA|BANK MAYAPADA INTERNASIONAL Tbk|EQUITY|ID1000055205|BANK MAYAPADA INTERNASIONAL Tbk, PT|ACTIVE|IDX|29-AUG-1997|IDR|Electronic|16-JUN-2000|||||||500|26167857730|||9043138208|9.83|24.73|34.56|BANK|187
29-MAY-2026|MBAP|MITRABARA ADIPERDANA Tbk|EQUITY|ID1000132400|MITRABARA ADIPERDANA Tbk, PT|ACTIVE|IDX|10-JUL-2014|IDR|Electronic||||||||100|1227271952|||601363260|44.73|4.27|49|COAL MINING|1505
29-MAY-2026|MBMA|MERDEKA BATTERY MATERIALS Tbk|EQUITY|ID1000188303|MERDEKA BATTERY MATERIALS Tbk, PT|ACTIVE|IDX|18-APR-2023|IDR|Electronic||||||||100|107995419900|||99846359900|80.6|11.86|92.45|METAL AND MINERAL MINING|478
29-MAY-2026|MBSS|MITRABAHTERA SEGARA SEJATI Tbk|EQUITY|ID1000118607|MITRABAHTERA SEGARA SEJATI Tbk. PT|ACTIVE|IDX|06-APR-2011|IDR|Electronic||||||||100|1750026639|||1750026639|97.62|2.38|100|TRANSPORTATION|2460
